0,시도명,시군구명,시설명,상세주소,시설면적,경도,위도,구분,구분명
1155,서울특별시,관악구,남서울중학교 운동장,서울특별시 관악구 남부순환로172길 97(신림동),5508,126.9213,37.4816,1,지진실내구호소
1156,서울특별시,관악구,미림여자고등학교 운동장,서울특별시 관악구 호암로 546(신림동),7004,126.9321,37.4669,1,지진실내구호소
1157,서울특별시,관악구,미성중학교 운동장,서울특별시 관악구 문성로16길 40(신림동),1618,126.9126,37.4752,1,지진실내구호소
1158,서울특별시,관악구,미성초등학교 운동장,서울특별시 관악구 문성로 79(신림동),3245,126.9122,37.4777,1,지진실내구호소
1159,서울특별시,관악구,삼성고등학교 운동장,서울특별시 관악구 신림로 41(신림동),4864,126.9435,37.4698,1,지진실내구호소
1160,서울특별시,관악구,삼성중학교 운동장,서울특별시 관악구 신림로3가길 39-24 (신림동),3236,126.943,37.4681,1,지진실내구호소
1161,서울특별시,관악구,신관중학교 운동장,서울특별시 관악구 신림로48길 17-16 (신림동),2044,126.9338,37.4798,1,지진실내구호소
1162,서울특별시,관악구,신림고등학교 운동장,서울특별시 관악구 문성로 119(신림동),4322,126.9172,37.4783,1,지진실내구호소
1163,서울특별시,관악구,신림중학교 운동장,서울특별시 관악구 신림로 40(신림동),4342,126.945,37.4702,1,지진실내구호소
1164,서울특별시,관악구,신림초등학교 운동장,서울특별시 관악구 문성로28길 31(신림동),1490,126.9275,37.4776,1,지진실내구호소
1165,서울특별시,관악구,신성초등학교 운동장,서울특별시 관악구 신림로 114(신림동),3692,126.9368,37.4714,1,지진실내구호소
1166,서울특별시,관악구,신우초등학교 운동장,서울특별시 관악구 호암로 498(신림동),3766,126.9324,37.4627,1,지진실내구호소
1167,서울특별시,관악구,원신초등학교 운동장,서울특별시 관악구 광신길 177(신림동),1588,126.9271,37.4668,1,지진실내구호소
1168,서울특별시,관악구,정문학교 운동장,서울특별시 관악구 난향3길 31(신림동),1699,126.9161,37.4614,1,지진실내구호소
1169,서울특별시,관악구,군인아파트 어린이공원,서울특별시 관악구 남현동 602-143,817,126.9789,37.4718,1,지진실내구호소
1170,서울특별시,관악구,상록어린이공원,서울특별시 관악구 승방3나길 14(남현동),1020,126.9803,37.4728,1,지진실내구호소
1171,서울특별시,관악구,예촌어린이공원,서울특별시 관악구 남현길 41(남현동),1177,126.9766,37.4746,1,지진실내구호소
1172,서울특별시,관악구,사당초등학교 운동장,서울특별시 관악구 남현4길 51(남현동),6335.7,126.9745,37.4743,1,지진실내구호소
1173,서울특별시,서초구,가꿀공원,서울특별시 서초구 방배동 859-1,402,126.9875,37.4879,1,지진실내구호소
1174,서울특별시,서초구,남태령공원,서울특별시 서초구 방배동 2956-4,1208,126.9886,37.4662,1,지진실내구호소
1175,서울특별시,서초구,동덕어린이공원,서울특별시 서초구 방배동 593-43,831,126.9937,37.4755,1,지진실내구호소
1176,서울특별시,서초구,뒷벌공원,서울특별시 서초구 방배중앙로 121(방배동),1448,126.9868,37.4904,1,지진실내구호소
1177,서울특별시,서초구,방현어린이공원,서울특별시 서초구 효령로14다길 21(방배동),1362,126.9916,37.4784,1,지진실내구호소
1178,서울특별시,서초구,새말어린이공원,서울특별시 서초구 방배동 794-16,853,126.9886,37.4933,1,지진실내구호소
1179,서울특별시,서초구,청두어린이공원,서울특별시 서초구 방배동 463-14,1049,126.9849,37.4806,1,지진실내구호소
1180,서울특별시,서초구,방배1동공영주차장,서울특별시 서초구 방배동 328-1,631,126.9924,37.4853,1,지진실내구호소
1181,서울특별시,서초구,동덕여자고등학교 운동장,서울특별시 서초구 효령로2길 123-5 (방배동),5015,126.9923,37.4754,1,지진실내구호소
1182,서울특별시,서초구,방배초등학교운동장,서울특별시 서초구 방배중앙로13길 26(방배동),3362,126.9874,37.4871,1,지진실내구호소
1183,서울특별시,서초구,방일초등학교운동장,서울특별시 서초구 방배로18길 52(방배동),3690,126.9978,37.4852,1,지진실내구호소
1184,서울특별시,서초구,상문고등학교 운동장,서울특별시 서초구 명달로 45(방배동),11591,127.0044,37.4802,1,지진실내구호소
1185,서울특별시,서초구,서래초등학교운동장,서울특별시 서초구 방배로 260(방배동),2852,126.9894,37.4959,1,지진실내구호소
1186,서울특별시,서초구,서문여자중학교 운동장,서울특별시 서초구 동광로12길 84(방배동),7081,126.985,37.4889,1,지진실내구호소
1187,서울특별시,서초구,서울전자고등학교운동장,서울특별시 서초구 과천대로 852-23 (방배동),2360,126.9885,37.4695,1,지진실내구호소
1188,서울특별시,서초구,이수중학교운동장,서울특별시 서초구 방배중앙로3길 32(방배동),8529,126.9904,37.4807,1,지진실내구호소
1189,서울특별시,서초구,이수초등학교운동장,서울특별시 서초구 방배천로4길 23(방배동),5666,126.9845,37.478,1,지진실내구호소
1190,서울특별시,서초구,동산어린이공원,서울특별시 서초구 동산로12길 8(양재동),1300,127.0451,37.4711,1,지진실내구호소
1191,서울특별시,서초구,양재근린공원,서울특별시 서초구 양재동 311,13592,127.0426,37.4715,1,지진실내구호소
1192,서울특별시,서초구,양재초등학교운동장,서울특별시 서초구 바우뫼로18길 14(양재동),4902,127.0321,37.4738,1,지진실내구호소
1193,서울특별시,서초구,언남고등학교 운동장,서울특별시 서초구 동산로13길 35(양재동),6087,127.0433,37.473,1,지진실내구호소
1194,서울특별시,서초구,언남중학교 운동장,서울특별시 서초구 동산로 55(양재동),3838,127.0442,37.472,1,지진실내구호소
1195,서울특별시,서초구,영동중학교운동장,서울특별시 서초구 성촌길 14(우면동),2353,127.0256,37.4656,1,지진실내구호소
1196,서울특별시,서초구,우면초등학교운동장,서울특별시 서초구 태봉로 59(우면동),2129,127.0238,37.4642,1,지진실내구호소
1197,서울특별시,서초구,우솔초등학교운동장,서울특별시 서초구 양재대로2길 74(우면동),1461,127.0194,37.4568,1,지진실내구호소
1198,서울특별시,서초구,우암초등학교운동장,서울특별시 서초구 바우뫼로7길 38(우면동),4881,127.0247,37.4717,1,지진실내구호소
1199,서울특별시,서초구,명주근린공원,서울특별시 서초구 잠원동 50-4,1849,127.0151,37.5171,1,지진실내구호소
1200,서울특별시,서초구,반원어린이공원,서울특별시 서초구 신반포로23길 48(잠원동),2724,127.0031,37.5095,1,지진실내구호소
1201,서울특별시,서초구,신동근린공원,서울특별시 서초구 잠원동 58-14,1517,127.0137,37.514,1,지진실내구호소
1202,서울특별시,서초구,싸리재공원,서울특별시 서초구 잠원동 30-10,547,127.0182,37.5133,1,지진실내구호소
1203,서울특별시,서초구,코아어린이공원,서울특별시 서초구 신반포로23길 30(잠원동),1054,127.004,37.509,1,지진실내구호소
1204,서울특별시,서초구,경원중학교운동장,서울특별시 서초구 신반포로33길 39(잠원동),7885,127.0094,37.5109,1,지진실내구호소
1205,서울특별시,서초구,반원초등학교운동장,서울특별시 서초구 잠원로3길 28(잠원동),5485,127.004,37.5097,1,지진실내구호소
1206,서울특별시,서초구,신동중학교운동장,서울특별시 서초구 나루터로 27(잠원동),5464,127.013,37.5162,1,지진실내구호소
1207,서울특별시,서초구,신동초등학교운동장,서울특별시 서초구 나루터로 15(잠원동),2792,127.0118,37.5167,1,지진실내구호소
1208,서울특별시,서초구,서래골근린공원,서울특별시 서초구 반포동 63-2,1250,127.003,37.5014,1,지진실내구호소
1209,서울특별시,서초구,청룡어린이공원,서울특별시 서초구 반포동 86-1,806,126.9996,37.4958,1,지진실내구호소
1210,서울특별시,서초구,파랑새어린이공원,서울특별시 서초구 신반포로15길 28(반포동),2238,126.9951,37.5051,1,지진실내구호소
1211,서울특별시,서초구,반포종합운동장,서울특별시 서초구 신반포로16길 30(반포동),43104,126.9942,37.5005,1,지진실내구호소
1212,서울특별시,서초구,반포고등학교운동장,서울특별시 서초구 고무래로 71(반포동),5603,127.0167,37.5017,1,지진실내구호소
1213,서울특별시,서초구,반포중학교운동장,서울특별시 서초구 신반포로 67(반포동),5122,126.992,37.5029,1,지진실내구호소
1214,서울특별시,서초구,반포초등학교운동장,서울특별시 서초구 신반포로 55-4 (반포동),4267,126.991,37.5027,1,지진실내구호소
1215,서울특별시,서초구,방배중학교운동장,서울특별시 서초구 동광로 144(반포동),6169,126.9984,37.4945,1,지진실내구호소
1216,서울특별시,서초구,서원초등학교운동장,서울특별시 서초구 고무래로 63(반포동),4862,127.0151,37.5025,1,지진실내구호소
1217,서울특별시,서초구,세화고등학교운동장,서울특별시 서초구 신반포로 56-7 (반포동),19926,126.992,37.5013,1,지진실내구호소
1218,서울특별시,서초구,신반포중학교운동장,서울특별시 서초구 신반포로19길 26(반포동),5299,126.9961,37.5055,1,지진실내구호소
1219,서울특별시,서초구,원촌중학교운동장,서울특별시 서초구 사평대로45길 10(반포동),6640,127.0142,37.506,1,지진실내구호소
1220,서울특별시,서초구,원촌초등학교운동장,서울특별시 서초구 사평대로45길 10(반포동),5588,127.0128,37.5057,1,지진실내구호소
1221,서울특별시,서초구,잠원초등학교운동장,서울특별시 서초구 신반포로16길 15-25 (반포동),5085,126.9981,37.5013,1,지진실내구호소
1222,서울특별시,서초구,당골어린이공원,서울특별시 서초구 효령로68길 49-3 (서초동),591,127.0226,37.4855,1,지진실내구호소
1223,서울특별시,서초구,마산말어린이공원,서울특별시 서초구 서초동 1343-8,466,127.0267,37.4871,1,지진실내구호소
1224,서울특별시,서초구,명달근린공원,서울특별시 서초구 서운로23길 17(서초동),732,127.0213,37.4981,1,지진실내구호소
1225,서울특별시,서초구,분토골어린이공원,서울특별시 서초구 서초동 1627-4,587,127.0174,37.4883,1,지진실내구호소
1226,서울특별시,서초구,사도감어린이공원,서울특별시 서초구 서초동 1359-12,419,127.0313,37.4857,1,지진실내구호소
1227,서울특별시,서초구,용허리근린공원,서울특별시 서초구 서초동 1324-1,938,127.0232,37.4942,1,지진실내구호소
1228,서울특별시,서초구,서운중학교운동장,서울특별시 서초구 서운로 115(서초동),5272,127.0247,37.4936,1,지진실내구호소
1229,서울특별시,서초구,서울고등학교 운동장,서울특별시 서초구 효령로 197(서초동),19158,127.0071,37.4842,1,지진실내구호소
1230,서울특별시,서초구,서울교육대학교 운동장,서울특별시 서초구 서초중앙로 96(서초동),9491,127.0166,37.4906,1,지진실내구호소
1231,서울특별시,서초구,서이초등학교 운동장,서울특별시 서초구 서운로 35(서초동),7309,127.0259,37.4911,1,지진실내구호소
1232,서울특별시,서초구,서일중학교 운동장,서울특별시 서초구 서운로21길 2(서초동),5283,127.0225,37.4986,1,지진실내구호소
1233,서울특별시,서초구,서일초등학교 운동장,서울특별시 서초구 남부순환로339길 38(서초동),3210,127.0227,37.4846,1,지진실내구호소
1234,서울특별시,서초구,서초고등학교 운동장,서울특별시 서초구 반포대로27길 29(서초동),3752,127.0064,37.4892,1,지진실내구호소
1235,서울특별시,서초구,서초중학교 운동장,서울특별시 서초구 반포대로13길 48(서초동),4915,127.0086,37.4852,1,지진실내구호소
1236,서울특별시,서초구,서초초등학교 운동장,서울특별시 서초구 서운로 178(서초동),7253,127.0241,37.4991,1,지진실내구호소
1237,서울특별시,서초구,신중초등학교 운동장,서울특별시 서초구 남부순환로317길 15(서초동),5768,127.0097,37.4801,1,지진실내구호소
1238,서울특별시,서초구,원명초등학교 운동장,서울특별시 서초구 고무래로 90-6 (서초동),4126,127.0168,37.5004,1,지진실내구호소
1239,서울특별시,서초구,본마을공원,서울특별시 서초구 신원동 445,309,127.053,37.4546,1,지진실내구호소
1240,서울특별시,강남구,역삼소나무공원,서울특별시 강남구 역삼동 836-21,987,127.0336,37.4909,1,지진실내구호소
1241,서울특별시,강남구,역삼은행나무공원,서울특별시 강남구 역삼동 611-0,1647,127.0312,37.5054,1,지진실내구호소
1242,서울특별시,강남구,역삼장미공원,서울특별시 강남구 역삼동 780-25,1637,127.0448,37.4953,1,지진실내구호소
1243,서울특별시,강남구,충현공원,서울특별시 강남구 역삼동 666-2,1536,127.0365,37.5047,1,지진실내구호소
1244,서울특별시,강남구,도성초등학교 운동장,서울특별시 강남구 역삼로 313(역삼동),1520,127.0491,37.5006,1,지진실내구호소
1245,서울특별시,강남구,역삼중학교 운동장,서울특별시 강남구 도곡로43길 10(역삼동),2424,127.0487,37.4955,1,지진실내구호소
1246,서울특별시,강남구,역삼초등학교 운동장,서울특별시 강남구 강남대로66길 21(역삼동),4594,127.0327,37.4926,1,지진실내구호소
1247,서울특별시,강남구,진선여자중학교 운동장,서울특별시 강남구 선릉로85길 27(역삼동),16783,127.048,37.5017,1,지진실내구호소
1248,서울특별시,강남구,개포동근린공원,서울특별시 강남구 개포로 509(개포동),9706,127.0686,37.4897,1,지진실내구호소
1249,서울특별시,강남구,개포서근린공원,서울특별시 강남구 개포로 409-1 (개포동),11627,127.0645,37.4888,1,지진실내구호소
1250,서울특별시,강남구,개포서근린공원,서울특별시 강남구 개포동 180-0,11219,127.0637,37.4888,1,지진실내구호소
1251,서울특별시,강남구,개포은행나무공원,서울특별시 강남구 개포로20길 48(개포동),1642,127.049,37.476,1,지진실내구호소
1252,서울특별시,강남구,대진근린공원,서울특별시 강남구 개포로109길 62(개포동),13568,127.0785,37.4955,1,지진실내구호소
1253,서울특별시,강남구,학여울근린공원(개포동근린공원),서울특별시 강남구 개포로 509(개포동),12506,127.0688,37.4903,1,지진실내구호소
1254,서울특별시,강남구,한마음어린이공원,서울특별시 강남구 개포동 12-3,2488,127.0758,37.4957,1,지진실내구호소
1255,서울특별시,강남구,개원중학교 운동장,서울특별시 강남구 영동대로 101(개포동),10260,127.0713,37.4912,1,지진실내구호소
1256,서울특별시,강남구,개일초등학교 운동장,서울특별시 강남구 개포로 401(개포동),6600,127.058,37.4857,1,지진실내구호소
1257,서울특별시,강남구,개포고등학교 운동장,서울특별시 강남구 개포로 402(개포동),8882,127.0589,37.4846,1,지진실내구호소
1258,서울특별시,강남구,경기여자고등학교 운동장,서울특별시 강남구 삼성로 29(개포동),8292,127.0659,37.4862,1,지진실내구호소
1259,서울특별시,강남구,구룡중학교 운동장,서울특별시 강남구 선릉로 103(개포동),7038,127.0566,37.4856,1,지진실내구호소
1260,서울특별시,강남구,구룡초등학교 운동장,서울특별시 강남구 개포로 263(개포동),12874,127.0519,37.4807,1,지진실내구호소
1261,서울특별시,강남구,국립국악고등학교 운동장,서울특별시 강남구 개포로22길 65(개포동),1392,127.0508,37.4758,1,지진실내구호소
1262,서울특별시,강남구,대진초등학교 운동장,서울특별시 강남구 개포동 13-0,4494,127.078,37.4964,1,지진실내구호소
1263,서울특별시,강남구,수도전기공업고등학교 운동장,서울특별시 강남구 개포로 410(개포동),20800,127.0636,37.4868,1,지진실내구호소
1264,서울특별시,강남구,양전초등학교 운동장,서울특별시 강남구 개포로 513(개포동),7515,127.0704,37.4904,1,지진실내구호소
1265,서울특별시,강남구,포이초등학교 운동장,서울특별시 강남구 개포로22길 87(개포동),12279,127.0524,37.4755,1,지진실내구호소
1266,서울특별시,강남구,청담목련어린이공원,서울특별시 강남구 청담동 51-0,1642,127.0499,37.5229,1,지진실내구호소
1267,서울특별시,강남구,청담은행나무공원,서울특별시 강남구 도산대로67길 15(청담동),1644,127.044,37.5251,1,지진실내구호소
1268,서울특별시,강남구,청수근린공원,서울특별시 강남구 청담동 134-13,17402,127.0584,37.5232,1,지진실내구호소
1269,서울특별시,강남구,언북초등학교 운동장,서울특별시 강남구 삼성로135길 42(청담동),4617,127.0462,37.52,1,지진실내구호소
1270,서울특별시,강남구,영동고등학교 운동장,서울특별시 강남구 선릉로 742(청담동),43546,127.0419,37.5204,1,지진실내구호소
1271,서울특별시,강남구,청담중학교 운동장,서울특별시 강남구 압구정로61길 36(청담동),3660,127.0453,37.5289,1,지진실내구호소
1272,서울특별시,강남구,청담초등학교 운동장,서울특별시 강남구 청담동 142-0,5684,127.0451,37.5278,1,지진실내구호소
1273,서울특별시,강남구,삼성까치공원,서울특별시 강남구 삼성동 85-0,1463,127.0607,37.5182,1,지진실내구호소
1274,서울특별시,강남구,삼성목련공원,서울특별시 강남구 삼성동 55-1,1641,127.054,37.5185,1,지진실내구호소
1275,서울특별시,강남구,샘터근린공원,서울특별시 강남구 삼성동 16-4,1800,127.0474,37.5153,1,지진실내구호소
1276,서울특별시,강남구,강남구보건소 주차장,서울특별시 강남구 선릉로 668(삼성동),3153,127.042,37.5162,1,지진실내구호소
1277,서울특별시,강남구,강남구청 주차장,서울특별시 강남구 학동로 426(삼성동),4320,127.0472,37.5177,1,지진실내구호소
1278,서울특별시,강남구,경기고등학교 운동장,서울특별시 강남구 영동대로 643(삼성동),13052,127.057,37.5174,1,지진실내구호소
1279,서울특별시,강남구,봉은중학교 운동장,서울특별시 강남구 영동대로128길 59(삼성동),2822,127.0628,37.5188,1,지진실내구호소
1280,서울특별시,강남구,봉은초등학교 운동장,서울특별시 강남구 학동로 610(삼성동),2928,127.0605,37.5206,1,지진실내구호소
1281,서울특별시,강남구,삼릉초등학교 운동장,서울특별시 강남구 삼성동 42-0,6598,127.0471,37.5127,1,지진실내구호소
1282,서울특별시,강남구,언주중학교 운동장,서울특별시 강남구 삼성동 28-0,7448,127.0469,37.5142,1,지진실내구호소
1283,서울특별시,강남구,늘벗근린공원,서울특별시 강남구 대치동 501-0,19812,127.0572,37.4895,1,지진실내구호소
1284,서울특별시,강남구,대치근린공원,서울특별시 강남구 대치동 512-0,10409,127.0699,37.495,1,지진실내구호소
1285,서울특별시,강남구,단국대부속고등학교 운동장,서울특별시 강남구 대치동 1013-0,7800,127.0559,37.4961,1,지진실내구호소
1286,서울특별시,강남구,대곡초등학교 운동장,서울특별시 강남구 남부순환로 3022(대치동),7805,127.0652,37.4944,1,지진실내구호소
1287,서울특별시,강남구,대명중학교 운동장,서울특별시 강남구 역삼로87길 26(대치동),5400,127.061,37.5058,1,지진실내구호소
1288,서울특별시,강남구,대청중학교 운동장,서울특별시 강남구 양재천로 321(대치동),8336,127.0586,37.4899,1,지진실내구호소
1289,서울특별시,강남구,대치초등학교 운동장,서울특별시 강남구 양재천로 363(대치동),13435,127.0621,37.4909,1,지진실내구호소
1290,서울특별시,강남구,대현초등학교 운동장,서울특별시 강남구 대치동 969,8585,127.0638,37.5035,1,지진실내구호소
1291,서울특별시,강남구,도곡초등학교 운동장,서울특별시 강남구 대치동 924-10,8080,127.0546,37.499,1,지진실내구호소
1292,서울특별시,강남구,휘문고등학교 운동장,서울특별시 강남구 역삼로 541(대치동),20196,127.061,37.505,1,지진실내구호소
1293,서울특별시,강남구,휘문중학교운동장,서울특별시 강남구 역삼로 541(대치동),17440,127.0628,37.5055,1,지진실내구호소
1294,서울특별시,강남구,신사무궁화공원,서울특별시 강남구 신사동 625-5,1642,127.0319,37.5241,1,지진실내구호소
1295,서울특별시,강남구,신사은행나무공원,서울특별시 강남구 신사동 558,1240,127.026,37.5205,1,지진실내구호소
1296,서울특별시,강남구,신구중학교 운동장,서울특별시 강남구 압구정로36길 17(신사동),6332,127.0322,37.5267,1,지진실내구호소
1297,서울특별시,강남구,신구초등학교 운동장,서울특별시 강남구 신사동 550-11,12986,127.0242,37.523,1,지진실내구호소
1298,서울특별시,강남구,논현개나리공원,서울특별시 강남구 논현로123길 19(논현동),1653,127.0299,37.5113,1,지진실내구호소
1299,서울특별시,강남구,논현소나무공원,서울특별시 강남구 논현동 239,1820,127.0374,37.5157,1,지진실내구호소
1300,서울특별시,강남구,학동공원,서울특별시 강남구 강남대로140길 47(논현동),29947,127.0254,37.5154,1,지진실내구호소
1301,서울특별시,강남구,논현초등학교 운동장,서울특별시 강남구 논현동 168,3960,127.0262,37.5081,1,지진실내구호소
1302,서울특별시,강남구,언북중학교 운동장,서울특별시 강남구 도산대로38길 27(논현동),6136,127.0332,37.5188,1,지진실내구호소
1303,서울특별시,강남구,학동초등학교 운동장,서울특별시 강남구 논현동 264-7,1820,127.0398,37.512,1,지진실내구호소
1304,서울특별시,강남구,갈매기근린공원,서울특별시 강남구 압구정동 480,7732,127.0346,37.5318,1,지진실내구호소
1305,서울특별시,강남구,신사근린공원,서울특별시 강남구 압구정동 422,6800,127.021,37.5264,1,지진실내구호소
1306,서울특별시,강남구,신사중학교 운동장,서울특별시 강남구 압구정로 123(압구정동),7980,127.0212,37.5242,1,지진실내구호소
1307,서울특별시,강남구,압구정고등학교 운동장,서울특별시 강남구 압구정로39길 20(압구정동),5903,127.0327,37.5307,1,지진실내구호소
1308,서울특별시,강남구,압구정중학교 운동장,서울특별시 강남구 압구정로 225(압구정동),6600,127.033,37.5297,1,지진실내구호소
1309,서울특별시,강남구,압구정초등학교 운동장,서울특별시 강남구 압구정동 461,5500,127.0309,37.5313,1,지진실내구호소
1310,서울특별시,강남구,청담고등학교 운동장,서울특별시 강남구 압구정동 526,3522,127.0431,37.5283,1,지진실내구호소
1311,서울특별시,강남구,현대고등학교 운동장,서울특별시 강남구 압구정로 127(압구정동),12230,127.0226,37.525,1,지진실내구호소
1312,서울특별시,강남구,대왕어린이공원,서울특별시 강남구 세곡동 526-2,2633,127.1045,37.4623,1,지진실내구호소
1313,서울특별시,강남구,도담어린이공원,서울특별시 강남구 세곡동 548,4283,127.0986,37.4672,1,지진실내구호소
1314,서울특별시,강남구,세곡동공원,서울특별시 강남구 세곡동 525-1,10310,127.1033,37.4603,1,지진실내구호소
1315,서울특별시,강남구,세곡천공원,서울특별시 강남구 세곡동 522-1,2645,127.1012,37.4632,1,지진실내구호소
1316,서울특별시,강남구,윗반고개공원,서울특별시 강남구 세곡동 99-6,1250,127.1092,37.4659,1,지진실내구호소
1317,서울특별시,강남구,행복어린이공원,서울특별시 강남구 세곡동 546,2484,127.0971,37.4672,1,지진실내구호소
1318,서울특별시,강남구,대왕초등학교 운동장,서울특별시 강남구 헌릉로618길 8(세곡동),1836,127.1055,37.4642,1,지진실내구호소
1319,서울특별시,강남구,세명초등학교 운동장,서울특별시 강남구 세곡동 529,1365,127.0913,37.4687,1,지진실내구호소
1320,서울특별시,강남구,LH보금자리 근린공원2호,서울특별시 강남구 자곡동 625,5237,127.0908,37.4694,1,지진실내구호소
1321,서울특별시,강남구,LH보금자리 근린공원5호,서울특별시 강남구 자곡동 607,21561,127.0976,37.4729,1,지진실내구호소
1322,서울특별시,강남구,LH보금자리 근린공원7호,서울특별시 강남구 자곡동 627,12093,127.0926,37.4708,1,지진실내구호소
1323,서울특별시,강남구,못골공원,서울특별시 강남구 자곡동 447-23,749,127.1,37.4736,1,지진실내구호소
1324,서울특별시,강남구,세곡중학교 운동장,서울특별시 강남구 자곡로 81(자곡동),2433,127.0924,37.4716,1,지진실내구호소
1325,서울특별시,강남구,율현초등학교 운동장,서울특별시 강남구 밤고개로21길 15(자곡동),300,127.1087,37.4744,1,지진실내구호소
1326,서울특별시,강남구,자곡초등학교 운동장,서울특별시 강남구 자곡동 642,1870,127.0998,37.472,1,지진실내구호소
1327,서울특별시,강남구,풍문고등학교 운동장,서울특별시 강남구 자곡로 152(자곡동),2392,127.1009,37.4716,1,지진실내구호소
1328,서울특별시,강남구,윗방죽마을공원,서울특별시 강남구 율현동 308-29,935,127.1046,37.4703,1,지진실내구호소
1329,서울특별시,강남구,늘푸른근린공원,서울특별시 강남구 일원동 690,11410,127.0775,37.4899,1,지진실내구호소
1330,서울특별시,강남구,대청근린공원,서울특별시 강남구 개포로124길 24(일원동),14089,127.0825,37.4926,1,지진실내구호소
1331,서울특별시,강남구,일원개나리공원,서울특별시 강남구 일원동 730-3,4454,127.0764,37.4829,1,지진실내구호소
1332,서울특별시,강남구,일원까치공원,서울특별시 강남구 일원동 712-4,1476,127.0882,37.492,1,지진실내구호소
1333,서울특별시,강남구,일원느티나무공원,서울특별시 강남구 일원동 730-2,1826,127.0774,37.483,1,지진실내구호소
1334,서울특별시,강남구,일원장미공원,서울특별시 강남구 일원동 732-4,1500,127.0807,37.4806,1,지진실내구호소
1335,서울특별시,강동구,동북중고등학교 운동장,서울특별시 강동구 강동대로 305(둔촌동),8304,127.1401,37.5197,1,지진실내구호소
1336,서울특별시,강동구,둔촌고등학교 운동장,서울특별시 강동구 명일로 140(둔촌동),2883,127.1439,37.5309,1,지진실내구호소
1337,서울특별시,강동구,둔촌중학교 운동장,서울특별시 강동구 진황도로61길 25-30 (둔촌동),4081,127.1461,37.5302,1,지진실내구호소
1338,서울특별시,강동구,선린초등학교 운동장,서울특별시 강동구 진황도로61길 29(둔촌동),4732,127.1457,37.5292,1,지진실내구호소
1339,서울특별시,강동구,한산중학교 운동장,서울특별시 강동구 둔촌동 161-1,3675,127.14,37.5282,1,지진실내구호소
1340,서울특별시,강동구,한산초등학교운동장,서울특별시 강동구 풍성로 261(둔촌동),5466,127.1414,37.528,1,지진실내구호소
1341,서울특별시,강동구,암사유적지부설주차장,서울특별시 강동구 암사동 139-2,3016,127.1303,37.5591,1,지진실내구호소
1342,서울특별시,강동구,강일중학교 운동장,서울특별시 강동구 암사동 414-17,1102,127.1382,37.5549,1,지진실내구호소
1343,서울특별시,강동구,명일초등학교 운동장,서울특별시 강동구 암사동 418-18,8204,127.1419,37.554,1,지진실내구호소
1344,서울특별시,강동구,선사고등학교 운동장,서울특별시 강동구 고덕로25길 17(암사동),3571,127.1359,37.5559,1,지진실내구호소
1345,서울특별시,강동구,선사초등학교운동장,서울특별시 강동구 올림픽로 837(암사동),5760,127.1292,37.5559,1,지진실내구호소
1346,서울특별시,강동구,신암중학교 운동장,서울특별시 강동구 고덕로 65(암사동),5898,127.1332,37.5553,1,지진실내구호소
1347,서울특별시,강동구,신암초등학교 운동장,서울특별시 강동구 올림픽로93길 33-16 (암사동),1880,127.1241,37.5489,1,지진실내구호소
1348,서울특별시,강동구,성내하니공원,서울특별시 강동구 성내동 533-0,2850,127.1267,37.5298,1,지진실내구호소
1349,서울특별시,강동구,성내중학교 운동장,서울특별시 강동구 성안로7길 36(성내동),5162,127.1295,37.5285,1,지진실내구호소
1350,서울특별시,강동구,성내초등학교 운동장,서울특별시 강동구 성내로3길 19(성내동),3323,127.1221,37.531,1,지진실내구호소
1351,서울특별시,강동구,성일초등학교운동장,서울특별시 강동구 성내동 531-0,8065,127.1283,37.5291,1,지진실내구호소
1352,서울특별시,강동구,천호공원광장,서울특별시 강동구 천호동 360-0,1300,127.1264,37.5445,1,지진실내구호소
1353,서울특별시,강동구,강동초등학교 운동장,서울특별시 강동구 상암로14길 77(천호동),7452,127.1299,37.5459,1,지진실내구호소
1354,서울특별시,강동구,동신중학교 운동장,서울특별시 강동구 진황도로 72(천호동),12134,127.1339,37.5364,1,지진실내구호소
1355,서울특별시,강동구,성덕고등학교 운동장(성덕여자중학교 운동장),서울특별시 강동구 구천면로 396(천호동),5320,127.1422,37.5498,1,지진실내구호소
1356,서울특별시,강동구,천일초등학교운동장,서울특별시 강동구 천호동 217-70,1910,127.1328,37.5439,1,지진실내구호소
1357,서울특별시,강동구,천호중학교 운동장,서울특별시 강동구 상암로 153(천호동),2990,127.1399,37.5463,1,지진실내구호소
1358,서울특별시,강동구,천호초등학교 운동장,서울특별시 강동구 구천면로 310-11 (천호동),1850,127.1362,37.547,1,지진실내구호소
1359,서울특별시,강동구,강동중학교 운동장,서울특별시 강동구 풍산로 237(강일동),4044,127.1779,37.5693,1,지진실내구호소
1360,서울특별시,강동구,강명중학교 운동장,서울특별시 강동구 상일로12길 56(상일동),3213,127.1751,37.5551,1,지진실내구호소
1361,서울특별시,강동구,강일고등학교 운동장,서울특별시 강동구 아리수로98길 40(강일동),4274,127.178,37.5634,1,지진실내구호소
1362,서울특별시,강동구,강일초등학교 운동장,서울특별시 강동구 아리수로98길 24(강일동),4011,127.1773,37.5647,1,지진실내구호소
1363,서울특별시,강남구,한솔근린공원,서울특별시 강남구 일원동 732,12878,127.079,37.4813,1,지진실내구호소
1364,서울특별시,강남구,대모초등학교 운동장,서울특별시 강남구 일원동 736,4840,127.086,37.481,1,지진실내구호소
